question_id,question,model_answer,ground_truth,confidence,cosine_sim
5ab1ebff5542993be8fa9882,"Which plant genus has a longer common name, Myrtus or Eustoma?","myrtus myrtus, with the common name myrtle",Eustoma,0.16561859846115112,0.2412685751914978
5a7fd7305542992e7d278dc2,"What films were the basis for ""Family Guy"" and the character of Peter Griffith? ",the life of larry and larry & amp ; steve the life of larry and larry & steve,The Life of Larry and Larry & Steve,0.6949452757835388,0.9404550194740295
5abb8aaf5542993f40c73b1c,In what city did Jennifer Paige Chambers appear with the creator of the characters Jiminy Glick and Ed Grimley?,second city,Los Angeles,0.13030654191970825,0.43764910101890564
5abba584554299642a094afa,How many yards did the nephew of Ivory Lee Brown get during his 2004 true freshman season?,"1, 925","1,925 yards",0.7906609177589417,0.4856884777545929
5a804510554299485f5985af,"Belle & Sebastian: The Adventure Continues is the sequel to the 2013 film ""Belle and Sebastian"", a French adventure film directed by who?",christian duguay,Nicolas Vanier,0.9605889320373535,0.2559509873390198
5abb11c15542992ccd8e7ef8,Selena Quintanilla-Pérez's assistant and head of her fan club will be eligible for parole on what date?,"march 30, 2025","March 30, 2025",0.9825088977813721,1.000000238418579
5ae376a35542990afbd1e163,Are Peter Balakian and James Der Derian both teachers?,"teachers contributed to kanye west ' s "" monster """,yes,0.044760845601558685,0.052869465202093124
5adc5b875542996e68525328,In which St. Louis Cardinal season did a player born in 1972 blow ten saves before undergoing season-ending hip surgery?,2006 st. louis cardinals season the st. louis cardinals 2006,2006 season,0.3157409131526947,0.6110430359840393
5ae6b6065542991bbc976168,"Out of the actors who have played the role of Luc Deveraux in the Universal Soldier franchise, which actor has also starred in the movies Holby City, Doctor Strange, the Bourne Ultimatum and Zero Dark Thirty?",jean - claude van damme,Scott Adkins,0.5464405417442322,0.2455054521560669
5a79d2fe5542994f819ef0c3,"Who was born first, Aleksandr Ivanovsky or Arthur Lubin?",arthur lubin,Aleksandr Ivanovsky,0.043749578297138214,0.3164404332637787
5ab38cdd5542992ade7c6de2,Liverpool nurse Mimi Smith was the aunt and guardian of which one of the city's most famous sons?,john lennon,John Lennon,0.9387544989585876,1.0
5ae73d235542991e8301cc29,What production company co-owned by Kevin Loader and Rodger Michell produced My Cousin Rachel?,free range films,Free Range Films,0.9861775636672974,1.0
5a7a33205542996a35c1712f,"Out of two American colonies that had a series of skirmishes and raids between 1701 and 1765 at the disputed border, which British proprietary colony became a royal colony on the northeast coast of North America?",province of new york and the province of new jersey,Province of New York,0.5844069719314575,0.8599152565002441
5a799dfb5542994bb9457029,Former race car driver Jeff Wood made his CART debut at which 1983 Nissan/Datsun-sponsored race?,caesars palace grand prix,Caesars Palace Grand Prix,0.8922728300094604,1.0
5a71095e5542994082a3e4f3,What is the name of Bruce Willis's character in Unbreakable?,david dunn,David Dunn,0.30917292833328247,1.0
5aba77be55429955dce3ee44,How many degrees and minutes south of the equator are the bone fragments of the extinct Ascension night heron found?,six,7°56',0.4336042106151581,0.38134682178497314
5a8af94455429971feec45b6,Jon S. Cardin is the nephew of a senator who has been in office since when ?,ben cardin,since 2007,0.18500764667987823,0.1802627593278885
5abcedb355429959677d6b4f,"Chris Jones is a semi-professional footballer, who played with what goalkeeper for Derby County when he was with Yorkshire?",alan smith,Scott Paul Carson,0.47958242893218994,0.3871673047542572
5a713dcb5542994082a3e6d9,What pursuit did both Gevork Minaskanian and George Stambolian have in common?,setting up a literary magazine,"American educator, writer,",0.24078305065631866,0.3827649652957916
5ae383e15542992f92d822fb,"Which film is newer, The Apple Dumpling Gang or Heavyweights?","heavyweights heavyweights is a 1995 american comedy - drama film directed by steven brill and written by brill with judd apatow. the film centers around a fat camp for kids that is taken over by a fitness guru named tony perkis ( ben stiller ). the sasquatch gang the sasquatch gang ( also known as the sasquatch dumpling gang ) is a 2006 comedy film written and directed by tim skousen, the first assistant director on "" napoleon dynamite "". gun shy ( tv series ) gun shy is an american sitcom that was shown on cbs from march 15 to april 19, 1983. the series, produced by walt disney productions, was based on its popular comedy - western films : "" the apple dumpling gang "" and "" the apple dumpling gang rides again "". the apple dumpling gang rides again the apple dumpling gang rides again",Heavyweights,0.06384855508804321,0.2439165860414505
5a85df525542994c784ddb9f,What former president of ABC television is a high ranking officer in the same company as Christine Mccarthy?,bob iger,Robert A. Iger,0.336980402469635,0.7078207731246948
5a9030ef5542995651fb50e4,Show Her is a song written by a country music artist who is also a former player of what sport?,american football,American football,0.5818571448326111,1.0
5a8a2d2155429930ff3c0cdc,House of Many Ways is a young adult fantasy novel set in the same world as a novel that was adapted as an animated film of the same name and nominated for what?,,Academy Award for Best Animated Feature,0.07221803814172745,0.20921170711517334
5a88fa9e5542993b751ca8de,What NFL team did the 2017 ESPN College Football Friday Primetime host who played at Oklahoma in college play for?,,the Bears,0.0935969352722168,0.25553590059280396
5ae7882b554299540e5a55dd,What relationship does Fred Gehrke have to the 23rd overall pick in the 2010 Major League Baseball Draft?,,great-grandfather,0.04619103670120239,0.21536047756671906
5a81dacc55429926c1cdada0,Who is the author of the play that was adapted into a film and featured the orchestral arrangement Suite from Henry V?,william shakespeare,William Shakespeare,0.7129245400428772,1.0
5ab322b1554299194fa93570,"Which type of character is featured by the P.L. Travers's third book and last novel in the ""Mary Poppins"" series?","magical nanny mary poppins. mary poppins opens the door mary poppins opens the door is a british children ' s fantasy novel by the australian - british writer p. l. travers, the third book and last novel in the "" mary poppins "" series that features the magical english nanny",fictional character,0.20435810089111328,0.11677312105894089
5a8a764555429930ff3c0de1,What distinction about his birth makes the contemporary of Bill Pollack unique as a winner of the Formula One World Drivers' Championship?,"u. s. born world grand prix champion. phil hill philip toll hill jr. ( april 20, 1927 – august 28, 2008 ) was an american automobile racer and the only american - born",American-born,0.10678493231534958,0.41327783465385437
5a8d93bf554299068b959d46,Are both Yangzhou and Jiangyan District considered coastal cities?,coastal cities appear disproportionately larger,no,0.18419556319713593,0.03699960559606552
5abf04ae5542993fe9a41dbf,What musical action does Ndebele music and Musical bow have in common?,clapping of hands,played,0.0638270303606987,0.160088449716568
5ab55b0c554299488d4d995e, Billy Preston is an American college basketball player for a team that competes in what?,kansas jayhawks,the Big 12 Conference,0.3549581468105316,0.4939333200454712
5ae4a1875542995ad6573dd2,Nicolau Colaco played as a defender in the men's professional league sponsored by which company?,betano,Hero,0.7384011149406433,0.19111666083335876
5abae3205542996cc5e49edc,What award did the writer of Never Let Me Go novel win in 1989?,man booker prize,Man Booker Prize for Fiction,0.5577172636985779,0.9076930284500122
5ab5a4555542997d4ad1f19c,The Cineplex Odeon Theatres are now operated as which American movie theater chain majority-owned by Chinese conglomerate Dalian Wanda Group?,cineplex entertainment,AMC Theatres,0.6229062676429749,0.4436385929584503
5abbd85a5542993f40c73be1,Who was involved in the arrest of Dread Pirate Roberts?,chris tarbell,"Christopher ""Chris"" Tarbell",0.546134889125824,0.873752772808075
5abe731255429965af743f0e,What profession does Matt Thiessen and George Thorogood have in common?,"musician, singer and songwriter",musician,0.34535855054855347,0.7554904222488403
5a77bef05542992a6e59dfaf,Dr Jan Schneider ran for United States Congress in Florid but lost twice to which Republican politician?,katherine harris,Katherine Harris,0.9680379629135132,1.0000001192092896
5a9064d05542990a9849360f,"What actor's debut film also starred an actor who received four National Film Awards and eight Filmfare Awards, as well as an Academy Award nomination?",aamir khan,Tariq Khan,0.474458247423172,0.6429458260536194
5a8c30f6554299240d9c20d1,Were The Bomb and Rolling Papers released in the same year?,2015,yes,0.1442936360836029,0.2477932572364807
5ae5ffbb5542996de7b71ad4,"Michaël Llodra of France, called ""the best volleyer on tour"", defeated Juan Martín del Potro a professional of what nationality?",argentinian,Argentinian,0.8289873600006104,1.0
5ae213de5542997283cd23b9,Are Parents and Madame Figaro published in the same country?,"parents ( magazine ) parents, published by meredith corporation, is an american mass circulation monthly magazine that features scientific information on child development geared to help parents in raising their children. madame figaro madame figaro is a french magazine supplement to the saturday edition of the daily newspaper "" le figaro "", focusing on and catering to women. cheyenne tozzi cheyenne tozzi is an australian model and singer. she has appeared on the covers of mexican "" vogue "", german "" cosmopolitan "", and french "" madame figaro "" magazine. tozzi has also worked with the likes of acp ’ s ‘ 30 days of fashion ’. tozzi is currently involved in a self - titled r & b music project as a singer and producer. she is the younger sister of model, actress and singer tahyna tozzi and the daughter of nicola tozzi and yvonne tozzi, a retired model. list of magazines in saudi arabia in the 1990s there were about twenty - five magazines and periodicals in saudi arabia. editions of some international magazines, including "" marie claire "" and "" madame figaro "", are also published in the country. the arabic edition of "" madame figaro "" was started in 2009. list of magazines in china in 1898 the first women ' s magazine was published in china. the number of women ' s magazines has increased in the country since the late 1980s. in addition to national titles international magazines are also published in the country. "" madame figaro "", and "" elle "" are among such titles both of which entered into the chinese market in 1988. in 1998 "" cosmopolitan "" began to be published in the",no,0.03521314263343811,0.037633754312992096
5a81cb2c5542990a1d231ec4,"What award does Crystal Palace F.C. present, first won by John McCormick and most recently by Wilfried Zaha?",player of the year,Player of the Year,0.29484832286834717,1.0000001192092896
5a7605f85542994ccc91868d,"Which battle lasted longer, Battle of Hürtgen Forest or Battle of Pusan Perimeter?",battle of battle mountain,Battle of Hürtgen Forest,0.3722308874130249,0.5734716653823853
5ae07b0155429945ae95935d,"Which novelist was German, David Guterson or Thomas Mann?",thomas mann,Paul Thomas Mann,0.3837062418460846,0.9259591698646545
5abcf17655429959677d6b5c,Which school with which Gabriela Lemus has been affiliated is a member school of the Thurgood Marshall College Fund?,virginia state university,UDC,0.19108445942401886,0.1851983666419983
5ae1b1aa5542997283cd223f,What was the other Los Angeles team that the 1999 Clippers top draft pick played for and won two championships with?,los angeles lakers,Los Angeles Lakers,0.26022425293922424,1.0
5ab9587d55429970cfb8ea7e,About whose assassination is the French novel HHhH based?,reinhard heydrich,Reinhard Heydrich,0.3815075159072876,1.0
5ab81cd955429916710eaff7,What kind of energy does a plasma weapon produce?,"very hot, very energetic excited matter ). the primary damage mechanism of these fictional weapons is usually thermal transfer ; it typically causes serious burns, and often immediate death of living creatures, and melts or evaporates other materials. in certain fiction, plasma weapons may also have a significant kinetic",electromagnetic field,0.14381232857704163,0.1381225436925888
5a77a9df55429967ab10521c,What British novelist born in November 1898 wrote Surprised by Joy: The Shape of My Early Life?,c. s. lewis,Clive Staples Lewis,0.4258067011833191,0.6670732498168945
5a85a2845542997175ce1fe1,Are both Aloinopsis and Eriogonum ice plants?,"aloinopsis aloinopsis is a genus of ice plants from south africa. aizoaceae aizoaceae ( the fig - marigold family ) is a large family of dicotyledonous flowering plants containing 135 genera and about 1900 species. they are commonly known as stone plants or carpet weeds. they are often called vygies in south africa and new zealand. species that resemble stones or pebbles are sometimes called mesembs. several species are known as ice plants because of the glistening globular bladder cells covering their stems, fruit and leaves, ""... they sparkle like ice crystals. "" eriogonum eriogonum is the scientific name for a genus of flowering plants in the family polygonaceae. the genus is found in north america and is known as wild buckwheat. this is a highly species - rich genus, and indications are that active speciation is continuing",no,0.05674981325864792,-0.005863118916749954
5a800ca555429969796c1bac,"The ""New York Times"" bestselling book ""The 50th Law"" contains lessons and anecdotes from this historical figure who was a classical Greek (Athenian) philosopher who is known mainly through the writings of which philosopher?",plato,Plato,0.43094000220298767,1.0
5a73c958554299623ed4ac5c,What community is the team Isaac Gómez played midfielder for located?,"what community is the team isaac gomez played midfielder for located? isaac gomez ( athlete ) isaac gomez ( born 3 june 1934 ) is a filipino sprinter. he competed in the men ' s 100 metres at the 1960 summer olympics. surya lesmana liem soei liang ( ), also known as surya lesmana ( 20 may 1944 – 8 august 2012 ) was an indonesian association football player and manager. lesmana played midfielder for persija jakarta and the indonesia national team. mariano amaro mariano rodrigues amaro ( 7 august 1914 – 23 may 1978 ), was a portuguese footballer who played midfielder for belenenses and the portugal national team. cf fuenlabrada club de futbol fuenlabrada, s. a. d. is a spanish football team based in fuenlabrada, in the autonomous community of madrid",the autonomous community of Madrid,0.07098598033189774,0.3082636296749115
5ae528ed5542993aec5ec16e,What is the name of the film directed by Alex Cox  adapted from a 1606 play starring Diana Quick as the Dutchess?,revengers tragedy,Revengers Tragedy,0.4470307528972626,1.0
5a8aee2c55429970aeb70338,Are both George Duran and Ara Babajian famous chefs?,,no,0.05370619148015976,0.503203272819519
5ae7ef625542994a481bbe40,"What is the name of this suburb within the Central Coast Council local government area, where Tessa, of Microwave Jenny, grew up?",umina beach,"Umina Beach, New South Wales",0.21643036603927612,0.8510751724243164
5ae2cda55542992decbdcdb7,"What ""God Gave Me You"" artist wrote the song ""Imagine That"" for Diamond Rio?","bryan white, derek george and john tirro",Bryan Shelton White,0.9048576951026917,0.5626438856124878
5a7af1a955429931da12c98f,Which Karakoram mountain is higher: Distaghil Sar or The Crown,the crown,Distaghil Sar,0.08207835257053375,0.10464929789304733
5a8b017155429949d91db463,"Which Nigerian footballer who plays as a forward for Shanghai Greenland Shenhua was one of eleven players to have played in the top divisions in Italy, Spain, England and Germany?",obafemi martins,Obafemi Martins,0.642378032207489,1.0
5abe535055429976d4830aea,Where is the transportation company that owns Talbot based in?,,Montreal,0.019017331302165985,0.2573302984237671
5ae3f2d25542995ad6573ccc,Firstar Center was the name for two buildings before the company changed its name to match which company based in Minneapolis?,u. s. bancorp,U.S. Bancorp,0.39631035923957825,1.0000001192092896
5a74122f55429929fddd83da,"What was the lead single from Boys Like Girls album on which frontman, Martin Johnson co-wrote a song with Taylor Swift? A: Love Drunk",love drunk,Love Drunk,0.1992357075214386,1.0
5ae803915542994a481bbe80,What UAE stadium was the venue for the 2016 Pakistan Super League opening ceremony?,dubai international cricket stadium,Dubai International Stadium,0.7595935463905334,0.9110548496246338
5a734e6d5542994cef4bc528,"Which canal is located further North, Beaver and Erie Canal or the Dismal Swamp Canal?",beaver and erie canal,The Beaver and Erie Canal,0.10831820219755173,0.9881579279899597
5ae3bb0d5542992f92d82357,Which Russian figure skating coach was a former competitive ice dancer who competed with Olga Pershankova in 1993?,nikolai morozov,Nikolai Morozov,0.2447562962770462,1.0
5a7624b85542992db947372c,When was the plaintiff in the 1892 Barbed Wire Patent Case born?,"january 18, 1813","January 18, 1813",0.9304025173187256,0.9999999403953552
5a8091515542996402f6a563,Were Sound Team and Dead by Sunrise both formed before 2010? ,"dead by sunrise ' s debut studio album, "" out of ashes "", was released worldwide on october 13, 2009. the band has been on hiatus since 2012. bennington committed suicide in 2017, putting the band ' s future in doubt. sound team sound team was an american band based in austin, texas that formed in 2000 around principal songwriters bill baird and matt oliver. for most of their recording career, sound team consisted of bill baird ( bass, guitar, vocals ), matt oliver ( guitar, piano, vocals ), jordan johns ( drums, percussion ), sam sanford ( guitar ), michael baird ( synthesizer, tapes ) and gabe pearlman ( organ ). sanford and michael baird left the group in 2006. the band continued to record and tour briefly with a new lineup, but finally disbanded in late 2007. hiroshi kawaguchi ( composer ) hiroshi kawaguchi ( 川 口 博 史, kawaguchi hiroshi, born april 12, 1965 ) is a japanese video game music composer and keyboardist who works for sega. he is among the oldest of the sega sound team members, and one of the few from the 1980s still active today. he joined sega in 1984 as a programmer, but quit the job and became a composer the following year. feathers ( american band ) feathers is the electronic music project of anastasia dimou, formed in 2011 in austin, texas. the band ' s live lineup has included christine aprile ( silent diane ), drew citron ( frankie rose, beverly, avan lava ), alex gehring ( ringo deathstarr ), jordan johns ( sound team ), jon minor, destiny montague ( midnight masses, shock cinema ), and su swann ( hussle club ). s. s. t. band the s. s. t. band ( エスエスティーハント ) ( sega sound team ) was sega ' s official in - house band from 1988 to 1993, specializing in rock versions of sega arcade game themes for japan - only compilation albums and festival appearances. consisting of six musicians who worked in sega ' s",yes,0.016588589176535606,-0.027864987030625343
5a7a1b165542996c55b2dd10,"Who was born first, Connie Willis or Margaret Landon?",connie willis constance elaine trimmer willis,Margaret Landon,0.315619558095932,0.2972199022769928
5ac38bf355429939154137ba,"William McGrath was a loyalist from Northern Ireland, and was known for opposing what? ",a united ireland,united Ireland,0.692925751209259,0.891761302947998
5a7502715542996c70cfae74,Which Sudanese-born Australian professional basketball player for the Milwaukee Bucks exemplifies that players do not have to play at least a year in college basketball before being drafted into the NBA?,thon maker thon marial maker,Thon Marial Maker,0.18512076139450073,0.9625483751296997
5a724ba25542990c210a40c7,What is the English translation of the social group which Baran Khan Kudezai was a part of?,marmakhel tribe,grand assembly,0.3650434911251068,0.07426360994577408
5abd0b6b5542996e802b46b4,Finally includes the song that peaked at what on the US Hot 100,five,number five,0.1653861701488495,0.7374467849731445
5ac00f795542996f0d89cb16,The Disney version of Ebenezer Scrooge was voiced by whom?,scrooge mcduck,Alan Young,0.755371630191803,0.14650091528892517
5ac3af895542995ef918c1f0,Janne Kyttanen has had work exhibited at which modern art museum in Amsterdam?,stedelijk museum,Stedelijk Museum Amsterdam,0.39144983887672424,0.9445648193359375
5ac3bab155429939154138fb,"The House of Hanover held the British throne until after Victoria's death, when it was past to the dynasty that ruled which duchy?",saxe - coburg and gotha,Ernestine,0.6215922236442566,0.14884403347969055
5ab1f13e554299449642c81c,The documentary about the first direct challenge to teaching intelligent design first aired on what station?,pbs,aired on PBS stations,0.9541599750518799,0.7195308208465576
5a7652435542992d0ec060a5,"Who was the first Russian composer to make a lasting impression internationally, Alessandro Scarlatti or Pyotr Ilyich Tchaikovsky?",pyotr ilyich tchaikovsky pyotr ilyich tchaikovsky,Pyotr Ilyich Tchaikovsky,0.40932363271713257,0.9627431631088257
5ade881f5542992fa25da7af,"Heinrich Scholz was a peer of what English computer scientist, mathematician, logician, cryptanalyst, philosopher and theoretical biologist?",alan turing,Alan Mathison Turing,0.8913986682891846,0.843955934047699
5a83e98e5542992ef85e2387,"What ethnicity is this American professional baseball right fielder born in 1987 play, who graduated from Nova Southeastern University?",cuban,Cuban,0.5942841172218323,0.9999999403953552
5a7b60605542995eb53be931,"What is the year of the event which orrurred first, Beecher's Handmade Cheese was founded, or Pike Place Market opened?",2003,1907,0.30533772706985474,0.2843540906906128
5a8df1a65542995085b3735f,Rossiya Airlines in located in the largest what on earth?,pulkovo airport,largest country,0.14494356513023376,0.1783665120601654
5a7e0c045542995f4f4023c5, Who was born first Doug Liman or Saul Metzstein?,saul metzstein saul metzstein,"Douglas Eric ""Doug"" Liman",0.14786751568317413,0.40563857555389404
5a81711455429938b614233e,"Are both ""Cooking Light"" and ""Vibe"" magazines?",,yes,0.017147881910204887,0.4865747094154358
5ac275f155429921a00aaf82,what did the second largest city by population in vietnam also serve as in the first indochina war? ,capital of french indochina,Viet Minh's base,0.24557320773601532,0.4801245927810669
5a7ed5af5542994959419a84,"Which band has more members, Kitchens of Distinction or Royal Blood?",kitchens of distinction,Kitchens of Distinction,0.05999964475631714,1.0000001192092896
5a83ed9b55429933447460b8,Cistus and Stapelianthus are both forms of what?,perennial shrubs,flowering plants,0.6662316918373108,0.525959312915802
5ae648b955429929b0807b1d,The physicist who is responsible for identifying the Rabi cycle won what award?,nobel prize in physics,Nobel Prize,0.3702234625816345,0.8648872971534729
5a8f24cc55429924144829e7,Andrei Ivanovich Gorchakov commanded the 1st Infanty Corps in what major engagement of the Napoleonic Wars?,dresden and leipzig,Battle of Dresden,0.28392335772514343,0.6904727220535278
5addda9b5542992200553b5b,"What was the island, on which Marinelli Glacier is located, formerly known as?",phoenix island,Isla de Xativa,0.824633002281189,0.40115678310394287
5a77c4fe55429967ab10527b,What is it called when a piece of media is altered from its original state like when Bubba Sparxxx was featured in the song Oops?,remix,Remix,0.35678163170814514,1.000000238418579
5adce36e5542990d50227d55,Vivian Pinn taught at which college founded in Massachusetts in 1852?,tufts university,Tufts College,0.4462754428386688,0.9681248664855957
5a8f155e554299458435d54c,The Kellock-Taschereau Commission was appointed by a prime minister who served how long in office?,1946,21 years and 154 days,0.2545347511768341,0.31307992339134216
5ac532335542994611c8b41c,Howard Van Doren Shaw was the designer of which 1917 Progressive Era community? ,marktown,Marktown,0.9753808379173279,0.9999999403953552
5a77ba6c55429967ab10524c,"When was the director of an American short slasher film with French-speaking serial killers that was released on October 31, 2011 born?",shia labeouf,"June 11, 1986",0.9684447050094604,0.14935047924518585
5ac3b0885542995ef918c1f8,An Cat Dubh / Into the Heart is a song from the U2 album released on what date?,20 october 1980,20 October 1980,0.492969810962677,1.0
5ab6006a554299110f2199b5,Which writer and director does Kym Barrett collaborate with?,the wachowskis,The Wachowskis,0.49875369668006897,1.0
5ab53ad6554299488d4d9917,"The Ameican Jazz saxophonist nicked named the ""Hawk"", once played with what musician who died in 2009 and once played with Johnny Carson during Carson's residency?",shep meyers shep meyers,Shep Meyers,0.27485477924346924,0.9586223363876343
5a844fd35542990548d0b274,What occupation did Nicholas Christopher and Roger Ebert share?,,author,0.12295375019311905,0.24390727281570435
5ab2d1c45542992953946877,"As an American producer of canned soups and related products based in Camden, New Jersey, what company handles the broth business of the Swanson brand?",campbell soup company the campbell soup company,The Campbell Soup Company,0.1277458667755127,0.9700347781181335
5a71674f5542994082a3e819,When was the magazine Sam Duckworth got his name Get Cape. Wear Cape. Fly from launched?,retro gamer,January 2004,0.4687878489494324,0.1613164246082306
5a8f38fa55429924144829f5,What kind of species on the Indonesian island of java might participate in a Rampokan.,javan leopard,Javan leopard,0.13323599100112915,1.0
5a7a651b5542990783324f40,What writer worked on both The Ice Cream Man and and a 2007 fantasy comedy loosely based on a Donald Henkel poem?,sven davison and david dobkin,David Dobkin,0.3894316256046295,0.5992017388343811
5a76a0005542993569682c64,"Which American film director is an advisor for Disney, Rick Ray or John Lasseter?",john lasseter,John Alan Lasseter,0.6061187982559204,0.9411512613296509
5a8747915542994775f607bb,"Which three-time Olivier Award winning English actress starred in the 1981 BBC television serial, Sons and Lovers?",eileen atkins,Dame Eileen June Atkins,0.8930749297142029,0.8703779578208923
5ae66b055542995703ce8b61,What kind of comedian was Michael Mclntyre's father?,,Canadian comedian,0.06888355314731598,0.19565798342227936
5ab5dc44554299494045f089,What created the terrirtories of Kansas and Nebraska and was combated by the The Republican Party?,kansas – nebraska act of 1854,Kansas–Nebraska Act,0.12591223418712616,0.9059150218963623
5ae0d9c555429924de1b719a,"Van Andel Institute was founded in part by what American businessman, who was best known as co-founder of the Amway Corporation?",jay van andel jay van andel,Jay Van Andel,0.46650493144989014,0.9617083072662354
5a7ec95b55429934daa2fc67,Were Gregory La Cava and Mike Judge both actors? ,,no,0.0410783551633358,0.503203272819519
5ac4ec9955429924173fb4da,What genre was the movie that Austin Nichols was in with Kirsten Dunst?,romantic drama,romantic comedy,0.9244881272315979,0.7938780784606934
5ac097b05542996f0d89cc18,"Are Ruggero Deodato from Italy, and Mexican Alejandro Springall, both film directors?","alejandro springall alejandro springall is a mexican film director and producer. cannibal holocaust cannibal holocaust is a 1980 italian cannibal horror film directed by ruggero deodato from a screenplay by gianfranco clerici. it stars carl gabriel yorke, robert kerman, francesca ciardi, perry pirkanen, and luca barbareschi. influenced by the works of mondo director gualtiero jacopetti, the film was inspired by italian media reporting of red brigade terrorism. the coverage included news reports deodato believed to be staged, an idea which became an integral aspect of the film ' s story. "" cannibal holocaust "" was filmed primarily in the amazon rainforest of colombia with indigenous tribes interacting with american and italian actors. hercules, prisoner of evil hercules, prisoner of evil ( italian : "" ursus il terrore dei kirghisi "", ' ursus, terror of the kirghiz ' ) is a 1964 italian "" peplum "" film directed by antonio margheriti and an uncredited ruggero deodato. deodato, the official assistant director, replaced margheriti as he was busy with the completion of the film "" the fall of rome "". deodato actually directed most of the film in actuality but margheriti was credited as the director. the film is filled with a variety of horrific themes and elements, featuring a killer werewolf, and is as much a horror film as it is a peplum. ruggero deodato ruggero deodato ( born 7 may 1939",yes,0.06531010568141937,0.016933411359786987
5ac270025542990b17b15390,How many venues was in the complex at which Night of Joy was held? ,2016,9 venues,0.04007319360971451,0.12058807164430618
5a863d2d5542991e771815d2,Which utility holding company did Alfred A. Marcus work as a consultant?,3m,Xcel Energy Inc.,0.42972010374069214,0.20667344331741333
5ab1e76c554299449642c800,Which of the three worst hotel fires in modern US History occurred most recently?,mgm grand fire,Dupont Plaza Hotel,0.07010535150766373,0.3371642231941223
5a8a9bc15542996c9b8d5f36,"What forim is Nicholas Dante most famous for writing in, musical, such as ""A Chorus Line"", or epic verse like ""Inferno""?",shloka shloka,musical,0.1067618653178215,0.22927270829677582
5a84f5195542994c784dda9d,What is the current position held by the Nathan Sharansky's co-author of the book The Case for Democracy?,ron dermer,Israeli Ambassador,0.29461169242858887,0.19805805385112762
5a8b515e55429971feec46bb,Which Western action-adventure video game by Rockstar did Tyler Bunch act for?,"grand theft auto v "", "" red dead redemption "", "" "" and "" red dead revolver """,Red Dead Redemption,0.08111901581287384,0.6249730587005615
5ab44ab25542991779162c58,What are both Camel Up and Outrage!?,"a board game for two to eight players. it was designed by steffen bogen and illustrated by dennis lohausen, and published in 2014 by pegasus spiele. players place bets on a camel race in the desert ; the player who wins the most money is the winner of the game. "" camel up "" won the spiel des jahres in 2014. cameline cameline ( ) was a fabric material used in the middle ages for cloth. by tradition it is commonly thought to have been originally made of camel ' s hair in asia. it was imported from cyprus and syria into europe. cameline is described also as a cloak of the arabs made of camel ' s hair which is oftentimes striped white and brown in color. since history records it many times as a "" common and cheap "" textile it is thought that it was an imitation of the",board game,0.048433467745780945,0.22738146781921387
5ab701395542991d3222373a,What  unincorporated town along the Amargosa River is near the Sarcobatus Flat?,gold center,Beatty,0.5178588628768921,0.17376971244812012
5ae5305b5542990ba0bbb1f5,"When would be the professional wrestling video game release in which Mark Henry will appear as ""legend""?",wwe 2k18,"October 17, 2017",0.8009886145591736,0.2043355405330658
5ae0b60655429945ae959437,Glaramara is a fell in the English Lake District in Cumbria that stretches from Stonethwaite which is a part of a valley and civil parrish in what Borough?,borrowdale,"the Borough of Allerdale in Cumbria, England",0.6660110354423523,0.4560549259185791
5a8fc0065542997ba9cb3318,Me and You and Everyone We Know was directed by an artist who also directed what 2011 film?,the artist,The Future,0.31171131134033203,0.25937724113464355
5ac036b95542992a796deccd,From where was the award which has Matt James as a winner in 2012 has its name derived? ,en world web site,EN World web site,0.6618009805679321,1.0
5ac1a2f755429964131be258,"""Big for Your Boots"" is a song by an English grime and hip hop artist whose most  successful song to date is what?",shut up,Shut Up,0.4827691316604614,1.0
5ac41379554299204fd21ef1,Do Czesław Miłosz and Nathalie Sarraute have the same nationality?,french,no,0.12492763996124268,0.19953113794326782
5ac2ba4855429921a00ab048,which Norwegian chess grandmaster was  Espen Agdestein his manager ,magnus carlsen,Sven Magnus,0.5012561678886414,0.6791432499885559
5a7119f75542994082a3e58e,"When was the composer of ""Persian Surgery Dervishes"" born?",13 june 1934,"June 24, 1935",0.2508023977279663,0.8088347911834717
5ac55c135542993e66e82345,Gorgoroth is a band based in which Norwegian county?,bergen,Hordaland,0.9447418451309204,0.4489142894744873
5ae7fde25542994a481bbe66,Which of the people that scored a goal for Arsenal in 2015 FA Cup Final was born on 16 March 1989?,"theo walcott, alexis sanchez, per mertesacker and olivier giroud",Theo James Walcott,0.35940319299697876,0.6739762425422668
5ac54ca45542993e66e822d5,What was the title of the debut studio album by Weezer which contained the hit Buddy Holly and Undone – The Sweater Song?,the blue album,The Blue Album,0.3735211193561554,1.0
5a8da1815542994ba4e3dcd7,Naseer & Shahab is a Pakistani band playing a genre that dominated radio in what decade?,2012,1970s,0.38485482335090637,0.3492053151130676
5ae2075f5542994d89d5b315,What is Gary Cole's character based on?,"lawrence wright ' s "" new yorker "" articles and his book "" remembering satan "", which was in turn based on the actual case of paul ingram","the Hanna-Barbera show ""Birdman and the Galaxy Trio.""",0.038455139845609665,0.03321186453104019
5abe953b5542993f32c2a170,what is one of the stars of  The Newcomers known for,christopher mccoy,superhero roles as the Marvel Comics,0.5859081149101257,0.0684000551700592
5abff0645542994516f45539,Are Wolfgang Becker and Paul Andrew Williams both film directors?,,yes,0.04371092841029167,0.4865747094154358
