question_id,question,model_answer,ground_truth,confidence,cosine_sim
5a75e7b255429976ec32bc95,"Which games, Strange Synergy or Qwirkle,  is a card game published by Steve Jackson Games?",,Strange Synergy,0.4506884813308716,0.1546068638563156
5a8c8502554299585d9e36d0,"Who was appointed to the board of supervisors first, Jeff Sheehy or Ed Lee?","Who was appointed to the board of supervisors first, Jeff Sheehy or Ed Lee?jeff sheehy jeff sheehy",Ed Lee,0.2867884337902069,0.45408517122268677
5ae3de615542992f92d823a5, The Human Condition is a film trilogy that follows a Japanese pacifist and socialist as he tries to survive in a political system that strives to regulate what?, every aspect of public and private life,every aspect of public and private life,0.5308014750480652,1.0
5abee75f5542993fe9a41d8e,Channel 8 has broadcast which American sports series that premiered in 1973?,,HBO World Championship Boxing,0.7971385717391968,0.10657843947410583
5a8f73455542997ba9cb3269,At which public research university founded in 1881 Ralph Fielding served as the head football coach?,,University of Texas at Austin,0.9891735315322876,0.12526804208755493
5a7a9b9a5542990198eaf160,When was the Chinese American electronic musician and singer who collaborated on the album I Remember born?,,1989,0.9879047274589539,0.26155227422714233
5ab66b63554299110f219a0a,The Transylvanian Hound and Jack Russell Terrier were originally bred for what activity?, hunting,hunting,0.8730656504631042,1.0
5ae457a95542996836b02c85,Who directed and wrote the 2016 film featuring the voice of Townsend Coleman?,,Garth Jennings,0.1953561007976532,0.1786179542541504
5ac1c73e55429964131be28a,Faces is a mixtape that features guest appearances from an American rapper who released one album with Souf Folk called what?,,Country Thuggin,0.23128218948841095,0.22805744409561157
5adef1b35542993a75d263af,which Mexican and American film actress is Ethel Houbiers  French voice of , penelope cruz and salma hayek,Salma Hayek Pinault,0.5466286540031433,0.489265114068985
5ab29956554299194fa9342d,The 1989 Batman film was produced by Jon Peters and a man that is the CEO of what company?,,Mandalay Entertainment,0.9740570187568665,0.2336529642343521
5a7b1d3b5542992d025e677a,"What memorial park located at John J. Pershing Drive in North Omaha has, among other amenities, a baseball park?",,Dodge Memorial Park,0.9207566380500793,0.1650387942790985
5ac373195542995ef918c199,The Bay Plaza Shopping Center contains a store that headquartered where? ," bronx, new york","Hoffman Estates, Illinois",0.2084486037492752,0.4025796055793762
5a7e052d5542995f4f40238e,The Joggers are a four-piece band whose lead singer is the son of an American chemist who received the highest what?,,Hirsch index rating,0.7295060157775879,0.03492575138807297
5ac41850554299194317390b,Maha Kali is an EP by what band from Stromstad that was formed in 1989?,Maha Kali is an EP by what band from Stromstad that was formed in 1989?maha kali maha kali is an ep by the swedish extreme metal band dissection,Dissection,0.22042375802993774,0.1918705254793167
5a8c06bb5542995e66a47530,"Darl Hall and John Oats fifth studio album was released in 1976, which song was the first of their six #1 singles?",,"""Rich Girl""",0.5018874406814575,0.15260586142539978
5a8fc3b155429933b8a20454,In recent decades American schools have included much more on ncient times tens of thousands of years ago with the settlement of the Americas by who?,,Paleo-Indians,0.307827889919281,0.14269080758094788
5ab94acd554299743d22eac6,What season did a Spanish rally driver won the 2000 World Rally Championship?,,28th,0.9962279200553894,0.2826704978942871
5ac1b1345542994ab5c67dd0,Sinch when has the rank held by Sir Charles Comyn Egertong been the highest in the British Army?  ,,1736,0.9857589602470398,0.1438891589641571
5ac3b04f55429939154138b7,Which railway is a part of Summerseat and also runs between Heywood and Rawtenstall?,,East Lancashire Railway,0.9960994720458984,0.09378379583358765
5adf0cbd5542993a75d263e0,When was the English-born South Australian brewer whose brewery was amalgamated with W. K. Simms's West End Brewery. born , 22 july 1969,6 April 1830,0.3761390149593353,0.4590398669242859
5ae3790f5542992e3233c415,Are Leopold Lummerstorfer and Valeria Sarmiento both authors?,,no,0.9929254651069641,0.503203272819519
5a7b820c5542997c3ec971d8,The William Ulmer Brewery is located in a neighborhood that is policed by who?,,NYPD's 83rd Precinct,0.9951595664024353,0.10938164591789246
5a90b1a15542990a984936ab,"Before going to the London School of Theology, John Burges spent six years working for a company headquartered in what country?",,the Netherlands,0.9821049571037292,0.15880806744098663
5a7cdc1b55429907fabef04d,Getting Married in Buffalo Jump stars an actor who was born in what city?,,"Calgary, Alberta",0.996632993221283,0.17655989527702332
5a8e08d35542995085b37395,Anna Lewandowska is married to a footballer who plays for what club?,,Bayern Munich,0.9809312224388123,0.23361848294734955
5a7a9a2255429941d65f26eb,Kang Sung-yeon played Prince Yeonsan in a film that runs for how many minutes ?, 119 minutes,119 minutes,0.46770697832107544,1.0
5a87ee7b55429938390d3eb6,What is the former name of the team that Tom Shearn was supposed to start for?,,Louisville RiverBats,0.8237106204032898,0.156398743391037
5a8ba92c554299240d9c2071, The Nantahala National Forest and the Croatan National Forest are both located in which state?,,North Carolina,0.9510188102722168,0.18253225088119507
5a8b036d55429971feec45fe,"Which is a record producer, Zach Bogosian or Daron Malakian?",,Daron Vartan Malakian,0.8517605662345886,0.10783182084560394
5adfed45554299603e4183c5,What was the career that Sidney Lumet and Albert Ward share in common?,,screenwriter,0.9926179051399231,0.16162212193012238
5adbf84555429947ff17387c,Are both Adolfo Bioy Casares and James Norman Hall Argentinian authors?,,no,0.9652519226074219,0.503203272819519
5ac2dfac554299657fa290b3,"What multinational professional services firm, headquartered in London, England, is one of the ""Big Four"" accounting firms and is also a tenant in InfoPark, Kochi?",,Ernst & Young,0.9050108790397644,0.1585785448551178
5ae0cddc55429945ae959459,National Firearms Agreement was in response to the Port Arthur massacre that killed how many people?,,35 people,0.2845226228237152,0.21370118856430054
5abb02fe554299232ef4a39f,Anna Aglatova made her first public appearance at which Moscow theatre in 2005?, bolshoi,Bolshoi Theatre,0.5602842569351196,0.7419397830963135
5ac43d575542997ea680ca39, Ravi Khote:has included his music in which 2003 Indian drama?,,Kal Ho Naa Ho,0.8866967558860779,0.23753972351551056
5a82817555429954d2e2eb5a,"Which film does ""Naked Weapon"" follow in the ""Naked"" series?",,"""Naked Killer""",0.9864680171012878,0.19974559545516968
5adce0f455429947343537bd,"David Sinclair is a fictional character in ""Numb3rs"", a crime drama produced by what company headquartered in New York City and Los Angeles?",,CBS Corporation,0.9920961856842041,0.1675395667552948
5ac21bac5542991316484bf2,What casino in Las Vegas which is now operated by MGM Resorts International was developed by William G. Bennett?,,Excalibur Hotel and Casino,0.7005191445350647,0.10688526928424835
5a84fea85542994c784ddabf,What type of sport does Sergio Casal and Manuel Orantes have in common?, tennis,tennis,0.45275211334228516,0.9999999403953552
5ae7690c5542995703ce8c22,A former Australian rules football player who played with the Port Adelaide in the South Australian National Football League is the vice president of a video game company based where?,,"Indianapolis, Indiana",0.9886342287063599,0.1522035300731659
5a7e7c725542991319bc94be,In what year did Farda Amiga win a race at the Saratoga Race course?,,"(foaled February 1, 1999)",0.5904260277748108,0.1412268579006195
5a70f39c5542994082a3e429,What is the name of the independent candidate in Maine's 2010 gubernatorial race who finished ahead of Libby Mitchell?,"What is the name of the independent candidate in Maine's 2010 gubernatorial race who finished ahead of Libby Mitchell?farid khavari farid a. khavari, ph. d, is an economist, author, patent - holder, designer, and small business owner. in 2010, he ran as an independent candidate for governor of florida. he was also an independent candidate for the 2014 florida gubernatorial race. eliot cutler eliot cutler",Eliot Cutler,0.12505269050598145,0.32117024064064026
5a8332815542993344745fe9,Who founded the company that sponsors the CFL game of the week? ,,Dave Thomas,0.6609117984771729,0.18746814131736755
5adf227a5542992d7e9f92a6,Josephine de Reszke made her debut in what grand opera?, paris as ophelia,Hamlet,0.5396649241447449,0.34251564741134644
5ae6143f5542996de7b71b2d,What film did Lela Rochon based on a John Grisham novel?,,The Chamber,0.9978533387184143,0.23473072052001953
5ae6368a5542992ae0d16284,"When was the American patriot Hamilton, New York Wass named after born?",,"January 11, 1755 or 1757July",0.9755096435546875,-0.007795114070177078
5ae759b25542991e8301cc6b,The 2015 Austrian thriller film Jack tells the story of a serial killer who died in what year?,,1994,0.38775599002838135,0.2969972789287567
5ac4d2cd5542995c82c4ad73,What NHL team drafted Kaspars Astasenko in 1999 and won the Stanley Cup in 2003-04?, tampa bay lightning,Tampa Bay Lightning,0.9148308634757996,1.0000001192092896
5adf4b335542993a75d264a5,Paul DeBoy is known for an appearance in the Western action-adventure game developed by which company?,,Rockstar San Diego,0.9792455434799194,0.16902410984039307
5a8b04df55429950cd6afc49,Pluto was the debut album of this artist who also performed on this live music venue that reopened in March 2015.,,The Bomb Factory,0.9928140640258789,0.15192623436450958
5ae7da705542993210983f96,"What is the name of this New York based American investment management firm founded in 1982, whose co-CEO is Robert Mercer?",,Renaissance Technologies,0.9900611042976379,0.10036370158195496
5a8ec4875542995a26add508,What county was Tom Hewitt born in?, mayobridge,"Ravalli County, Montana",0.8371803164482117,0.07539839297533035
5ae7d0675542994a481bbdf2,What language was spoken by the Native American people whose principal town was Anhaica?,,Apalachee,0.9943767786026001,0.22621342539787292
5ab209ec554299722f9b4ca2,What video game character did the voice actress in the animated film Alpha and Omega voice?,,"Kairi in the video game series ""Kingdom Hearts"".",0.9835039973258972,0.10773556679487228
5a7a4a1d5542990198eaf108,Of the two men who ousted Mussolini which one was born in 1871?,"Of the two men who ousted Mussolini which one was born in 1871?italian co - belligerent navy the italian co - belligerent navy ( marina cobelligerante italiana ), or navy of the south ( marina del sud ) or royal navy ( regia marina ), was the navy of the italian royalist forces fighting on the side of the allies in southern italy after the allied armistice with italy in september 1943. the italian seamen fighting for this navy no longer fought for italian dictator benito mussolini. their allegiance was to king victor emmanuel and marshal of italy ( "" maresciallo d ' italia "" ) pietro badoglio, the men who ousted mussolini. batog a batog is a rod or stick about the thickness of a man ' s finger traditionally used for corporal punishment in russia. the condemned was stretched on the floor face down with his back exposed while two men sat on him, one holding down the arms the other on the legs. the two men would then begin beating the victim across the back, replacing the batogs if they broke, until ordered to stop. the punishment was not usually fatal. peter the great used this form of punishment, along with much harsher measures such as the breaking wheel, during the streltsy uprising in 1698. pietro badoglio marshal pietro badoglio, 1st duke of addis abeba, 1st marquess of sabotino ( ] ; 28 september 1871 – 1 november 1956 ), was an italian general during both world wars and a prime minister of italy, as well as the first viceroy of italian east africa. medardo angel silva medardo angel silva",Marshal Pietro Badoglio,0.27827152609825134,0.5071779489517212
5a7ce6bf55429909bec7686c,Which Dutch footballer is featured on the song Wij zijn Ajax by Ajax and Friends?,,Ryan Guno Babel,0.8653144240379333,0.12469430267810822
5a732aa055429901807daf9f,What year did the largest convention center in the U.S. state of Georgia open?, 1976,1976,0.5908532738685608,1.0
5abec2ca5542997719eab5b9,"Which canal began operating first, the Carondelet Canal or the Miami and Erie Canal?",,Carondelet Canal,0.1441853791475296,0.07546758651733398
5a7f3bcd55429930675136c3,"""wild combination"" was a film about a man who was an American cellist, composer, producer and singer, who is he?",,Arthur Russell,0.9878352880477905,0.15586575865745544
5ab3e577554299233954ffe3, Jaroslav Seifert and John McGahern were both part of what shared profession? ,,writer,0.47642087936401367,0.24527236819267273
5a90c8165542995651fb51ee,What uprising did Sean Heuston take part in and executed at Kilmainham Gaol for?, easter rising of 1916,Easter Rising of 1916,0.3909112811088562,1.0
5ab27389554299722f9b4d2f,"What is the name of the black belt in Brizilian Jiu Jitsu who trains extensively under striking coach Ray Bronx Longo in Garden City, New York?",,Peter 'Drago' Sell,0.9959638118743896,0.12609507143497467
5abe19895542991f661060c2,Liaocheng and Shayang County are both located in which country?,,China,0.8866403698921204,0.19960284233093262
5ab3c05d55429969a97a81aa,How many times has the author of Negotiating with the Dead been shortlisted for the Booker Prize ?,,five times,0.8549526333808899,0.20179636776447296
5ab9ccef55429955dce3ed86,WHat dish is  Dacryopinax spathularia included in that is also sometimes called Luóhàn cài?,,Buddha's delight,0.6857020854949951,0.1833025962114334
5a72c6565542992359bc31a7,What is the stage name of the former pornographic actress born in 1981 that co-hosted the 26th AVN Awards?  , belladonna,Belladonna,0.17342156171798706,1.0
5a72908f5542994cef4bc33b,"Which musician, Ciaran Gribbin or Brett Scallions, is a member of the post-grunge band Fuel?",,Brett Allen Scallions,0.4227883815765381,0.17125146090984344
5a73830d55429908901be2da,"What actress starred in ""The Golden Girls"" and was an animal rights activist?",,Bea Arthur,0.9553974270820618,0.15004883706569672
5a7982435542994bb945701f,What was the formal name of the building that housed the scene that formed the band Hjertestop?,,Folkets,0.9885701537132263,0.21675369143486023
5ae5c8cf554299546bf82f5f,"Fiske O'Hara was born in what city Knox County, Maine, that had a population of 2,297 as of the 2010 census?",,Rockland,0.9962151050567627,0.18306192755699158
5ae0132d55429925eb1afc00, The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,,the George Washington Bridge,0.9666792750358582,0.11374874413013458
5adf9d135542995534e8c817,Are Des Moines International Airport and Grand Canyon National Park Airport both major airline hubs?,,no,0.9044871926307678,0.503203272819519
5abbc2245542992ccd8e7f8a,In which part of Attica was the battle of Marathon in 490 BC fought?,,northeastern,0.9688340425491333,0.17745624482631683
5a83c56d5542996488c2e4c3,"Which magazine, the British response to magazines such as ""Playboy"" and ""Penthouse"" did horror author Graham Masterton edit?",,Mayfair,0.9243762493133545,0.23382455110549927
5ab870ed55429934fafe6db9, The Canadian Hot 100 is a music industry record chart in Canada for for a song that is released separately from what?,,an album,0.9438937902450562,0.2928217649459839
5abb76fa5542992ccd8e7f48,"Who was the leading female star in ""The Others"" which marked the final film appearance of Renée Asherson in 2001?", mary kornman mary kornman,Nicole Kidman,0.9759818315505981,0.4635123610496521
5a7b55bc55429927d897bf98,How many assists did the Bosnian football player account for during the 2008–09 VfL Wolfsburg season?,,20 assists,0.5811297297477722,0.18617264926433563
5ae518ae5542993aec5ec13c,Were the documentaries  One Big Hapa Family and A Film Unfinished directed by the same person?," jeff chiba stearns. the documentary explores aspects that influence most japanese - canadians to marry inter - racially and how the mixed japanese generation perceives its multiracial identity. one big spark one big spark is an american record label owned and operated by virb inc. ( formerly unborn media inc., also known as purevolume. com ) as part of the eastwest family of labels a film unfinished a film unfinished ( hebrew title : "" שתיקת הארכיון "" "" shtikat haarkhion "", german title : "" geheimsache ghettofilm "" ) is a 2010 documentary film by yael hersonski",no,0.24601419270038605,0.06835011392831802
5ac1c18855429964131be279,"In the CBS television sitcome Double Rush, Johnny Verona, manager of a bicycle delivery service in New York City was played by an actor of what nationality?", robert pastorelli,American,0.3187403678894043,0.12662610411643982
5ac199955542994ab5c67d8c,Jullian Allen a Brittish-American Illustrator had some of his Illustration published appear in Queen magazine. In 1970 the magazines name was changed to Harper's and Queen. What is the name of the magazine now ?,,Harper's Bazaar,0.9832701086997986,0.13588333129882812
5ae27f22554299495565da8d,In what year was the mathematician husband of Anneli Cahn Lax born?,,1926,0.9748122692108154,0.16537585854530334
5ac2680055429963665199a8,What position did Ernest Newman hold at Her Majesty's Royal Palace and Fortress?, chaplain,Chaplain,0.6484400629997253,0.9999999403953552
5ae351405542994393b9e67f,Jim Halsey guided the career of the musician who hosted what country variety show?,,Hee Haw,0.9921614527702332,0.26216697692871094
5ae1da385542997283cd2297,"Which actresses appeared with the mother of Robert Lowery Hanks in the film ""Little Women""?",,"Katharine Hepburn, Joan Bennett, Frances Dee",0.987452507019043,0.004398481920361519
5adc69ef554299438c868daf,Are Kalenderhane Mosque and Galata Bridge both located in Istanbul?,,yes,0.7450923323631287,0.4865747094154358
5a7a954855429941d65f26cd,"What album did John Lennon release before the one that contained the song ""How?""",,John Lennon/Plastic Ono Band,0.32958856225013733,0.0568687804043293
5ab9ddaa5542994dbf019873,"Brigadier Stanley James Ledger Hill was attached to the command post of which senior British Army officer born on July 10, 1886?",,Lord Gort,0.7092248201370239,0.21921062469482422
5abbdd565542993f40c73bfb,What is the airport code for the Vilnius Airport that ceased operations in 2015?,,"IATA: VNO, ICAO: EYVI",0.9936675429344177,0.13012546300888062
5a8b544855429950cd6afcae,"Which animated film was released first, The Country Bears or The Wild?",,The Country Bears,0.31312018632888794,0.18447664380073547
5aba480c55429939ce03dc77,Where is the movie from that is directed by Raymond Yip and stars the winner of Miss Chinese International Pageant of 1988?,,Hong Kong,0.27876999974250793,0.1787063032388687
5a8518a75542994c784ddaf7,What type of structure does 277 Park Avenue and 126 Madison Avenue have in common?, office building,building,0.7029978632926941,0.741968035697937
5a81b43d5542995ce29dcc39,John Stoltenberg is the managing editor of the magazine that focuses on what?, feminist,aging issues,0.6046136021614075,0.08953163772821426
5a79e3925542994bb9457130,Name three best sellers from Arthur Hailey that were released before Donna Tartt was born.,,"Hotel"" (1965), ""Airport"" (1968), ""Wheels"" (1971)",0.990515947341919,-0.006028389558196068
5adbf34955429947ff173862,Is Karjiang a mountain and Sherpi Kangri a mountain peak?,,yes,0.9921501874923706,0.4865747094154358
5ac5275755429924173fb617,"Because Marc Shiller was born in Beunos Aires in 1957, but is a resident of the United States, what ethnic group does he belong to?",,Argentine Americans,0.9861642718315125,0.10956091433763504
5a77519c55429972597f14fa,Which one the cast members in the film Only Lovers Left Alive also played in Othello?,,Tom Hiddleston,0.9919122457504272,0.0915650948882103
5a7a05485542990783324def,Which song by Last One Picked appeared in a 2004 American teen musical comedy film directed by Sara Sugarman?,,Na Na,0.5364173650741577,0.43891799449920654
5ae3fd195542995dadf2428d,Are Jim Lindberg and Alison Moyet singers of the same nationality?, american,no,0.7253397107124329,0.2483401894569397
5ab3b2c4554299233954ff8a,Chapter 27 is a 2007 film depicting the murder of John Lennon by someone who remained at the crime scene after the murder reading what novel?, the catcher in the rye,The Catcher in the Rye,0.4579806625843048,1.0
5a74f7f15542993748c89765,When was the father of Princess Mafalda of Savoy born ?,,11 November 1869,0.21378545463085175,0.10424280166625977
5abaad5855429901930fa88f,How many more singles titles did Kim Warwick win than Jorge Lozano?, three,three singles titles,0.3603159189224243,0.3828212022781372
5a770eb65542994aec3b71d4,What is the name of the 1999 film directed by Roman Polanski and starring his wife Emmanuelle Seigner that was a world-wide success but critically and commercially unsuccessful in North America?,,The Ninth Gate,0.9961016178131104,0.19229429960250854
5a7a845755429941d65f2684,"Which film was released more recently, Make Mine Music or Old Dogs?", old dogs,Old Dogs,0.22017954289913177,0.9999999403953552
5ab42b24554299753aec5a43,Operation light house was an experiment by Wernher von Braun and another man born in what year?, 1937,1895,0.3227834701538086,0.4974626898765564
5a8141cc55429938b6142316,Are both Cynthia Mort and George Archainbaud American?,,yes,0.9631363749504089,0.4865747094154358
5abdb8ba5542993f32c2a015,Maggie May is a musical based on a folk song about a prostitute who robbed whom?," a "" homeward bounder",sailor,0.49251893162727356,0.28715088963508606
5ab90f5755429934fafe6e57,The R241 road is in a county in what Republic?,,Ireland,0.9711567759513855,0.17624381184577942
5a8492ab5542992a431d1a5b,"Which plane has seen more combat, the Northrop F-15 Reporter or the Northrop P-61 Black Widow?",,The Northrop P-61 Black Widow,0.40170690417289734,0.06107667088508606
5a83c3275542996488c2e4be,Which rivers have their confluence at the city Shelly Hruska is from?,,Red and Assiniboine Rivers,0.9964746832847595,0.09542661905288696
5a8bde565542995d1e6f1454,Which airport Grand Forks International Airport or El Paso International Airport is closer to their town ?, grand forks international airport grand forks international airport,El Paso International Airport,0.19750161468982697,0.48067373037338257
5ac249bd55429951e9e68528,What flow of goods and services were managed and distributed by General Blood?,,"blood, platelets, and plasma",0.984799325466156,0.012100271880626678
5a80f4c2554299260e20a1da,What is the nickname of the WWII battleship at the Fall River Heritage State Park?,,Big Mamie,0.35512030124664307,0.22571401298046112
5ae12fcf5542990adbacf72c,Astro Boy and The Secret of Kells share which genre of film?, animated fantasy,Animation,0.6654125452041626,0.6418728232383728
5a898872554299669944a540,What was the name of Kalyanji Virji Shah's brother who won the Filmfare Award for Best Music Director?,,Anandji Virji Shah,0.5914406776428223,0.15568089485168457
5ade858a55429975fa854eea,What sport is played by both Justin Gimelstob and Angelique Kerber?,,tennis,0.36348482966423035,0.19972343742847443
5a8f54165542992414482a52,The Meadowbrook State Parkway connects to the Southern State Parkway in a community with what population as of the 2010 census?,,"12,272",0.9902291297912598,0.0593460276722908
5a8b448255429971feec468c,"Stephen Graham starred in a film in 2006, directed by whom?",,directed by Shane Meadows,0.8770992755889893,0.08578019589185715
5a8f18d555429918e830d189,What city is between Normanby le Wold and the A46 Junction between Lincoln and Grimsby?,,Caistor is a town,0.9966816306114197,0.06850343942642212
5ae7308d5542991e8301cbb8,Which Roman Emperor was grandfather to the children of Mark Antony?,,Caligula,0.40661466121673584,0.1765141487121582
5ae305355542992decbdcdc2,What season three X Factor winner has worked with songwriter Ryan Tedder?, fourth,Leona Lewis,0.21583811938762665,0.17437374591827393
5a8530cc5542992a431d1aeb,The university which David R. Marchant was a member of in 1994 is located in what city?,,Orono,0.5885289311408997,0.25873902440071106
5adc459255429944faac24ad,Which member of the research project conducted by the Creation Research Society and the Institute for Creation Research between 1997 and 2005 was Kevin R. Henke most critical of? ,,Russell Humphreys,0.9947203993797302,0.21107956767082214
5a866fed554299211dda2b2e,Psycho-physical Awareness was developed into an original and dependable method by a Russian-American actor who was referred to by Konstantin Stanislavski as what?, michael chekhov,his most brilliant student,0.6287322044372559,0.4018944501876831
5abeafbb5542997ec76fd347,"Between the documentaries The Staten Island Catapult and Frida, en trotjänarinna which came first?",,"Frida, en trotjänarinna",0.9620448350906372,0.06801804155111313
5ab6391755429953192ad2a7,The 1974 South African Grand Prix was a Formula One motor race held at a racing circuit located in which South African Province ?, transvaal province,Gauteng province,0.44566968083381653,0.5759865045547485
5a7c68575542996dd594b91c,What was the sequel of the game that e was published by U.S. Gold in 1992?,,Fade to Black,0.7833964228630066,0.20169103145599365
5ac524e55542994611c8b3d0,Which number in the Final Fantasy series was created by Hiroyuki Ito and allows the player control of the artificial intelligence of the characters in battle?,,Final Fantasy XII,0.9512068033218384,0.1370505690574646
5abed6905542990832d3a0ed,Leonard Stogel managed which rock singer known for his robe-and-turban outfit?,,"Domingo ""Sam"" Samudio",0.9912651181221008,0.05776442959904671
5a7bd791554299683c1c62c2,"Howard Bilerman produced an album for which songwriter from Athens, Georgia?",,Vic Chesnutt,0.996798038482666,0.2303570955991745
5ae75a5a5542991bbc9761f3,"""Heropanti"" star Kriti Sanon appears in the remix video for a song from what Bollywood film?", raabta,Agent Vinod,0.5029615163803101,0.2879295349121094
5a7741775542994aec3b724f,What is the name of the character portrayed by Anna Camp in the film centered on the fictional Barden University and The Bellas?,,Aubrey Posen,0.995781421661377,0.20102530717849731
5a80d2c6554299260e20a17c,British Airways and EasyJet are both based out of where?, london luton airport,London,0.6867643594741821,0.5439871549606323
5a8a1b7a5542992d82986ec0,"Where did the father of Edward Garrison Walker live when he wrote ""An Appeal to the Coloured Citizens of the World""?"," boston, massachusetts",Boston,0.8664647936820984,0.8490631580352783
5a8638945542994775f6072d,Are Sutera and Rhodotypos both types of shrub?,,no,0.9938400387763977,0.503203272819519
5adc2e3d554299438c868d6b,Jesús Dautt is a Mexican professional footballer who is on loan from a club founded on what date?, 28 june 1945,28 June 1945,0.6717686057090759,1.0
5ae5f3bb5542996de7b71a7e,Which star of The Human Stain was born in 1937?,,Anthony Hopkins,0.9553553462028503,0.14136400818824768
5a85d25b5542996432c570ee,"Which basketball club located in Alytus, Lithuania does Anatoly Kashirov play for?",,BC Dzūkija,0.9877111911773682,0.23449605703353882
5ab66fd355429954757d32b7,For which University did the quarterback featured on the cover of Madden NFL 06 play basketball ?, philadelphia eagles,Syracuse University.,0.8605682253837585,0.2555619180202484
5a7153d05542994082a3e7dc,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",nusretiye mosque nusretiye mosque,Nusretiye Mosque,0.5088045597076416,0.9598904848098755
5ae249925542994d89d5b3c1,Which player Richard Gasquet or Jim Pugh  has won more mixed double Grand Slam titles ?, richard gasquet richard gasquet,Jim Pugh,0.12042893469333649,0.16351357102394104
5ac170af5542994d76dcce20,"Which of the singers has more things to be known for, Greg Puciato or Syd Barrett?",,"Gregory John ""Greg"" Puciato",0.8912045955657959,0.11365103721618652
5a80cddd554299260e20a169,Multiple award-winning actor Gary Sinise appeared in The Stand in 1994 - a miniseries based on a novel and screenplay by which noted author?, stephen king,Stephen King,0.3470732867717743,1.0
5a89ab1355429946c8d6e996,Is Carnegie Hall Tower located in the same city as Staten Island?,,yes,0.18086712062358856,0.4865747094154358
5a7319bc5542992359bc3235,"Who lived longer, Leonid Khachiyan or Nikolai Lobachevsky?",,Nikolai Ivanovich Lobachevsky,0.9913701415061951,0.09313640743494034
5ae638865542992ae0d1628c,"Who created the 2003 remake of the 1983 overhead view, vehicular combat game developed by Bally Midway?",,Adam Dawes,0.9961791038513184,0.17048899829387665
5a72af155542992359bc316c,"What movie included Robin Williams along with Joshua Aaron Charles, set in 1959 at a Vermont boarding school?",,Dead Poets Society,0.9985344409942627,0.1043151393532753
5abd09585542996e802b469b,What year did the musical premiere that was based on the 2007 Irish romantic musical film of the same name?, 2011,2011,0.6466366648674011,1.0
5a71214d5542994082a3e5b9,What production company was founded by George Balanchine to create a live stage version of the 1942 film Casablanca?,,The Los Angeles Dance Theater,0.5779566168785095,0.05664563179016113
5a8a0cb75542992d82986e7d,How long is the tidal estuary in which Branford is a shoreline town?,,110 miles,0.8501702547073364,0.20288687944412231
5a79c7ac5542994bb9457097,How many girls and boys are in the seventeen sibling family featured on Counting On?,,nine girls and 10 boys,0.6202447414398193,0.15089815855026245
5abbc96755429931dba1452c,"How many records had the team sold before performing ""aint thinkin' 'bout you""?",,three million copies worldwide,0.9320865273475647,0.07770299911499023
5ade664555429939a52fe89c,WSCV's transmitter is located near this stadium located in which suburb?, north miami - dade county,"Miami Gardens, Florida,",0.3793845772743225,0.49974143505096436
5a8a06c35542992d82986e57,What was the name of Scottish singer-songwriter James Aaron Diamond's first solo album that debuted in 1985?,,Double Crossed,0.895034909248352,0.25989192724227905
5ae2cbc9554299495565db36,"Which character did Tamzin Outhwaite play first: Connie (on ""Inside No. 9"") or Melanie Owen (""EastEnders"")?",,Melanie Owen,0.979254961013794,0.16616779565811157
5abf16965542993fe9a41dd3," Hamilton Evans ""Tony"" James is the COO and director of the largest alternative investment firm in what?",,the world,0.9036164283752441,0.28344982862472534
5ab7ccf455429928e1fe3910,What was the 2010 population of the town where Lake George Avenue Historic District is located?," 5, 042","5,042",0.7894657254219055,1.0
5abd0b685542996583600501,Is the school where Aaron Parrett currently teaches English Literature public or private?,,private,0.9925865530967712,0.3312746286392212
5a7fa08d55429969796c1af7,"Were the board games, Clans and Drunter und Drüber, both created by Leo Colovini?",,Drunter und Drüber is a multiplayer board game invented by Klaus Teuber,0.9963556528091431,0.021983815357089043
5a7306a655429901807daf67,Who is prime minister of this West African country that covers 36125km2?,,Umaro Mokhtar Sissoco Embaló,0.9938889741897583,0.14279836416244507
5adce2ee5542992c1e3a2461,"What city that Lettuce Lake Park is just outside of is the largest in Hillsborough County, Florida? ",,Tampa,0.8452534079551697,0.2918391227722168
5ab4f7fc5542991779162d43,Kete Krachi is a town in what region?, volta region of ghana,Volta,0.3180064857006073,0.6308087110519409
5ae0d3da5542990adbacf66d,Which Prince of Bismarcks EMS dispatch incited France to declare the Franco-Prussian War in July 1870,,Otto Eduard Leopold,0.9051544666290283,0.1254194676876068
5a81d19b55429926c1cdad90,"Tryon D. Lewis is a lawyer from Odessa, Texas which is located in what county?",,Ector County,0.9591038227081299,0.11698201298713684
5ab4fd0b55429942dd415fbb,"Mundo Perdido was influenced by an ancient Mesoamerican city located in a sub-valley of the Valley of Mexico, that is 40 km northeast of what modern day city?",,Mexico City,0.715703547000885,0.2182788848876953
5ae5d0b5554299546bf82f80,"Which Disneyland attraction is Matterhorn Bobsleds roller coaster, an expanded version of",,Autopia,0.9178853631019592,0.25499337911605835
5a78e9d155429970f5fffdcc,Was Pepper Keenan or Rob Parissi born first?,,"Robert ""Rob"" Parissi",0.7111877799034119,0.06072656065225601
